Locality,Surface,Price,rooms,bathrooms
Ariana Ville,75.0,140000.0,2.0,1
Ain Zaghouan,100.0,270000.0,3.0,2
El Mourouj,115.0,175000.0,3.0,2
El Mourouj,105.0,180000.0,3.0,2
La Marsa,66.0,210000.0,1.0,1
Ain Zaghouan,98.0,300000.0,2.0,1
La Marsa,70.0,220000.0,2.0,1
Mannouba,169.0,462000.0,3.0,3
Bab Bhar,130.0,230000.0,3.0,2
La Soukra,166.0,640000.0,3.0,3
Ain Zaghouan,124.0,275000.0,3.0,2
El Menzah,150.0,330000.0,3.0,3
La Marsa,150.0,400000.0,3.0,3
Sidi El Bechir,80.0,220000.0,2.0,1
La Marsa,117.0,270000.0,2.0,2
Raoued,150.0,275000.0,3.0,3
El Mourouj,90.0,170000.0,2.0,1
Rades,90.0,195000.0,2.0,1
Raoued,158.0,415000.0,3.0,3
El Kram,100.0,195000.0,2.0,1
Raoued,124.0,235000.0,3.0,2
Carthage,128.0,285000.0,2.0,2
Hammam Lif,120.0,160000.0,3.0,2
Carthage,132.0,595000.0,2.0,2
La Marsa,87.0,595000.0,2.0,1
La Marsa,118.0,291000.0,2.0,2
La Marsa,160.0,530000.0,3.0,3
Raoued,124.0,235000.0,3.0,2
Ariana Ville,160.0,360000.0,3.0,3
La Marsa,120.0,380000.0,2.0,2
La Soukra,80.0,125000.0,2.0,1
El Hrairia,63.0,48000.0,1.0,1
La Soukra,127.0,506300.0,3.0,2
La Soukra,117.0,420000.0,3.0,2
El Menzah,198.0,430000.0,4.0,3
La Marsa,94.0,263000.0,2.0,1
El Menzah,40.0,125000.0,1.0,1
La Marsa,120.0,349000.0,3.0,2
Raoued,155.0,180000.0,3.0,3
La Marsa,124.0,349100.0,2.0,2
Ezzahra,77.0,105000.0,2.0,1
Ain Zaghouan,120.0,600000.0,2.0,2
Ain Zaghouan,62.0,350000.0,1.0,1
La Marsa,60.0,185000.0,1.0,1
Ettadhamen,100.0,420000.0,3.0,2
Ariana Ville,120.0,350000.0,3.0,2
El Omrane Superieur,100.0,120000.0,3.0,2
La Marsa,110.0,285000.0,2.0,2
Ain Zaghouan,143.0,340000.0,3.0,2
Ain Zaghouan,163.0,825000.0,3.0,3
La Marsa,94.0,263000.0,2.0,1
Bab Bhar,66.0,150000.0,1.0,1
Cite El Khadra,115.0,220000.0,3.0,2
La Marsa,86.0,215000.0,2.0,1
La Marsa,75.0,160000.0,2.0,1
Ain Zaghouan,160.0,550000.0,3.0,3
La Medina,69.0,160000.0,1.0,1
Ariana Ville,66.0,200000.0,1.0,1
La Marsa,91.0,268000.0,2.0,1
Ariana Ville,180.0,335000.0,4.0,3
Ain Zaghouan,71.0,280000.0,2.0,1
La Soukra,185.0,900000.0,4.0,3
Raoued,45.0,100000.0,1.0,1
Ain Zaghouan,177.0,674500.0,3.0,3
Ain Zaghouan,174.0,690000.0,4.0,3
La Goulette,144.0,550000.0,3.0,2
La Soukra,63.0,225000.0,1.0,1
Ariana Ville,186.0,625000.0,3.0,3
Ain Zaghouan,172.0,855000.0,3.0,3
La Marsa,140.0,340000.0,3.0,2
La Marsa,154.0,345000.0,3.0,3
Hammam Lif,80.0,120000.0,2.0,1
La Marsa,86.0,215000.0,2.0,1
El Menzah,140.0,280000.0,3.0,2
Ariana Ville,82.0,265000.0,2.0,1
Ain Zaghouan,75.0,220000.0,2.0,1
La Marsa,138.0,360000.0,3.0,2
Ariana Ville,98.0,135000.0,2.0,1
Rades,67.0,165000.0,1.0,1
Oued Ellil,101.0,165108.0,3.0,2
El Mourouj,62.0,85000.0,1.0,1
Ariana Ville,130.0,350000.0,3.0,2
El Omrane Superieur,87.0,126000.0,2.0,1
El Mourouj,100.0,150000.0,3.0,2
Bab Bhar,100.0,130000.0,3.0,2
Ain Zaghouan,72.0,295000.0,2.0,1
Mnihla,170.0,385000.0,4.0,3
Ain Zaghouan,73.0,180000.0,2.0,1
La Marsa,92.0,240000.0,2.0,1
Ariana Ville,125.0,320000.0,3.0,2
Le Bardo,74.0,98000.0,2.0,1
La Soukra,175.0,575000.0,4.0,3
Ain Zaghouan,68.0,355000.0,1.0,1
Rades,122.0,225000.0,2.0,2
Ariana Ville,150.0,300000.0,3.0,3
Jebel Jelloud,95.0,140000.0,2.0,1
Bab Bhar,120.0,220000.0,3.0,2
Nouvelle Medina,87.0,140000.0,2.0,1
Ain Zaghouan,92.0,240000.0,2.0,1
El Mourouj,103.0,165000.0,3.0,2
La Marsa,129.0,330000.0,3.0,2
La Marsa,108.0,304600.0,2.0,2
Ariana Ville,117.0,327000.0,2.0,2
Bab Bhar,115.0,440000.0,3.0,2
Rades,100.0,117000.0,2.0,1
Ariana Ville,90.0,110000.0,2.0,1
El Menzah,100.0,210000.0,3.0,2
Ain Zaghouan,118.0,400000.0,3.0,2
Rades,80.0,150000.0,2.0,1
Ben Arous,100.0,170000.0,3.0,2
El Mourouj,85.0,116000.0,2.0,1
Ain Zaghouan,160.0,880000.0,3.0,3
Ettahrir,120.0,180000.0,3.0,2
El Menzah,124.0,385000.0,3.0,2
Ariana Ville,110.0,285000.0,3.0,2
Bou Mhel El Bassatine,107.0,319000.0,2.0,2
La Marsa,75.0,150000.0,2.0,1
Bou Mhel El Bassatine,110.0,230000.0,2.0,2
La Marsa,88.0,215000.0,2.0,1
Ariana Ville,80.0,259000.0,2.0,1
Ain Zaghouan,124.0,477400.0,2.0,2
Ben Arous,100.0,165000.0,2.0,1
Ain Zaghouan,125.0,330000.0,3.0,2
Ariana Ville,176.0,370000.0,4.0,3
La Marsa,99.0,278152.0,2.0,1
Ariana Ville,118.0,419000.0,2.0,2
Mannouba,90.0,150000.0,2.0,1
Bab Bhar,100.0,210000.0,3.0,2
El Menzah,135.0,315000.0,3.0,2
La Marsa,88.0,215000.0,2.0,1
La Marsa,145.0,400000.0,3.0,2
El Mourouj,125.0,250000.0,3.0,2
Bab Bhar,61.0,65000.0,1.0,1
Ain Zaghouan,152.0,450000.0,3.0,3
Ben Arous,81.0,125000.0,2.0,1
El Mourouj,110.0,216000.0,3.0,2
El Menzah,100.0,310000.0,3.0,2
La Marsa,150.0,370000.0,3.0,3
Le Bardo,76.0,70000.0,2.0,1
Ariana Ville,78.0,259000.0,2.0,1
La Marsa,118.0,291000.0,2.0,2
El Mourouj,150.0,325000.0,3.0,3
Ain Zaghouan,150.0,370000.0,3.0,3
La Soukra,90.0,135000.0,2.0,1
Ain Zaghouan,104.0,577000.0,2.0,2
La Soukra,150.0,345000.0,3.0,3
La Marsa,60.0,192000.0,1.0,1
Ezzahra,170.0,320000.0,3.0,3
Ariana Ville,120.0,345000.0,3.0,2
Ariana Ville,58.0,229000.0,1.0,1
Ben Arous,150.0,135000.0,3.0,3
La Marsa,72.0,190000.0,2.0,1
Ariana Ville,137.0,400000.0,3.0,2
Ariana Ville,162.0,438000.0,3.0,3
Ariana Ville,66.0,200000.0,1.0,1
La Soukra,152.0,460000.0,3.0,3
La Marsa,189.0,450000.0,4.0,3
El Menzah,109.0,220000.0,3.0,2
La Marsa,42.0,180000.0,1.0,1
Ain Zaghouan,118.0,400000.0,3.0,2
La Marsa,110.0,400000.0,3.0,2
La Marsa,165.0,410000.0,3.0,3
Bab Bhar,90.0,265000.0,2.0,1
Ariana Ville,154.0,416000.0,3.0,3
La Marsa,60.0,220000.0,1.0,1
Ariana Ville,125.0,320000.0,3.0,2
Mannouba,76.0,220000.0,2.0,1
La Marsa,165.0,410000.0,3.0,3
La Soukra,123.0,406000.0,3.0,2
La Marsa,100.0,460000.0,2.0,1
Raoued,150.0,280000.0,3.0,3
La Marsa,75.0,160000.0,2.0,1
Bab Bhar,85.0,135000.0,2.0,1
Ariana Ville,120.0,240000.0,3.0,2
El Menzah,134.0,270000.0,3.0,2
El Mourouj,60.0,115000.0,1.0,1
La Soukra,114.0,390000.0,2.0,2
Ariana Ville,148.0,420000.0,3.0,2
Ariana Ville,66.0,200000.0,1.0,1
Ariana Ville,182.0,285000.0,4.0,3
Ain Zaghouan,170.0,760000.0,4.0,3
Ain Zaghouan,68.0,350000.0,1.0,1
Ariana Ville,114.0,300000.0,1.0,1
La Marsa,100.0,225000.0,3.0,2
El Hrairia,80.0,135000.0,2.0,1
El Mourouj,103.0,170000.0,3.0,2
Mornaguia,200.0,300000.0,4.0,3
Ariana Ville,130.0,285000.0,3.0,2
La Marsa,60.0,225000.0,1.0,1
La Marsa,105.0,238000.0,3.0,2
Ain Zaghouan,49.0,200000.0,1.0,1
Ariana Ville,125.0,320000.0,3.0,2
Megrine,98.0,230000.0,2.0,1
La Marsa,195.0,1000000.0,4.0,3
Ben Arous,107.0,190000.0,1.0,1
Le Bardo,75.0,82000.0,2.0,1
La Marsa,110.0,400000.0,1.0,1
Ariana Ville,81.0,283600.0,2.0,1
La Marsa,189.0,450000.0,4.0,3
La Marsa,100.0,280000.0,3.0,2
Nouvelle Medina,125.0,225000.0,2.0,2
La Marsa,131.0,530000.0,3.0,2
Carthage,83.0,250000.0,2.0,1
El Menzah,130.0,320000.0,3.0,2
La Marsa,100.0,225000.0,3.0,2
La Marsa,150.0,385000.0,3.0,3
El Mourouj,100.0,120000.0,2.0,1
Ariana Ville,100.0,240000.0,3.0,2
Cite El Khadra,108.0,276000.0,3.0,2
Ariana Ville,116.0,260000.0,3.0,2
La Soukra,124.0,250000.0,2.0,2
La Soukra,150.0,280000.0,3.0,3
Bab Bhar,30.0,80000.0,1.0,1
El Mourouj,66.0,220000.0,1.0,1
La Marsa,50.0,185000.0,1.0,1
Mnihla,128.0,180000.0,3.0,2
Ariana Ville,182.0,460000.0,4.0,3
El Mourouj,112.0,175000.0,3.0,2
Ariana Ville,100.0,300000.0,3.0,2
El Mourouj,65.0,149000.0,1.0,1
Rades,80.0,135000.0,2.0,1
La Marsa,150.0,385000.0,3.0,3
Mnihla,50.0,180000.0,1.0,1
Ain Zaghouan,57.0,200000.0,1.0,1
Ariana Ville,66.0,200000.0,1.0,1
El Menzah,198.0,470000.0,4.0,3
La Marsa,90.0,230000.0,2.0,1
Carthage,100.0,250000.0,3.0,2
Ariana Ville,86.0,185000.0,2.0,1
La Marsa,159.0,380000.0,3.0,3
La Soukra,107.0,260000.0,2.0,2
La Soukra,184.0,560000.0,4.0,3
El Kram,90.0,499000.0,2.0,1
Ariana Ville,120.0,240000.0,3.0,2
Ain Zaghouan,127.0,497000.0,3.0,2
La Soukra,152.0,290000.0,3.0,3
La Marsa,120.0,330000.0,3.0,2
La Marsa,82.0,335000.0,2.0,1
Ariana Ville,87.0,150000.0,2.0,1
La Goulette,100.0,180000.0,3.0,2
La Marsa,150.0,670000.0,1.0,1
Bou Mhel El Bassatine,109.0,275000.0,2.0,2
Ariana Ville,114.0,310000.0,3.0,2
La Marsa,135.0,270000.0,3.0,2
Ariana Ville,66.0,199000.0,1.0,1
La Marsa,190.0,480000.0,4.0,3
Ain Zaghouan,157.0,706000.0,3.0,3
Ariana Ville,100.0,253000.0,3.0,2
La Marsa,132.0,310000.0,3.0,2
La Marsa,117.0,335000.0,2.0,2
La Medina,39.0,58000.0,1.0,1
Ariana Ville,110.0,220000.0,3.0,2
Ezzahra,90.0,225000.0,2.0,1
Ariana Ville,103.0,260000.0,3.0,2
El Kabbaria,120.0,120000.0,3.0,2
La Soukra,63.0,220000.0,1.0,1
El Mourouj,85.0,115000.0,2.0,1
El Mourouj,94.0,185000.0,2.0,1
La Soukra,130.0,370000.0,1.0,1
Ariana Ville,115.0,299000.0,3.0,2
Le Bardo,115.0,360000.0,3.0,2
La Marsa,189.0,450000.0,4.0,3
Ariana Ville,182.0,460000.0,4.0,3
La Marsa,200.0,480000.0,4.0,3
Ain Zaghouan,49.0,195000.0,1.0,1
Raoued,78.0,180000.0,2.0,1
Megrine,90.0,150000.0,2.0,1
La Marsa,124.0,275000.0,3.0,2
La Soukra,145.0,350000.0,3.0,2
El Menzah,198.0,470000.0,4.0,3
El Kram,80.0,376000.0,2.0,1
Hammam Lif,90.0,140000.0,2.0,1
El Mourouj,151.0,260000.0,2.0,2
La Soukra,120.0,270000.0,3.0,2
El Mourouj,110.0,180000.0,3.0,2
Ain Zaghouan,158.0,460000.0,3.0,3
La Marsa,160.0,530000.0,3.0,3
Ain Zaghouan,118.0,400000.0,3.0,2
El Mourouj,100.0,120000.0,1.0,1
La Marsa,121.0,310000.0,2.0,2
Ariana Ville,114.0,310000.0,3.0,2
La Marsa,124.0,347000.0,3.0,2
La Soukra,90.0,180000.0,2.0,1
La Marsa,75.0,160000.0,2.0,1
El Mourouj,133.0,250000.0,2.0,2
El Kram,174.0,580000.0,1.0,1
Bab Bhar,85.0,165000.0,2.0,1
Ariana Ville,134.0,310000.0,3.0,2
La Marsa,79.0,258000.0,2.0,1
La Soukra,124.0,347000.0,3.0,2
Ezzahra,90.0,140000.0,2.0,1
Mnihla,58.0,165000.0,1.0,1
La Goulette,83.0,330000.0,2.0,1
Ezzahra,80.0,225000.0,2.0,1
La Marsa,88.0,225000.0,2.0,1
El Mourouj,80.0,137000.0,2.0,1
Megrine,74.0,100000.0,2.0,1
