,Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
1847,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,173.0,520000.0,02/08/2022
1848,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,120.0,280000.0,19/05/2023
1849,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,116.0,245000.0,27/06/2023
1850,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,85.0,270000.0,04/12/2023
1851,ariana,soukra,La Soukra,Sale,1-room apartment,119.0,426000.0,05/12/2023
1852,ben arous,ben arous,Ben Arous,Sale,5-room apartment and more,200.0,650000.0,19/11/2022
1853,ariana,soukra,La Soukra,Sale,4-room apartment,250.0,510000.0,31/07/2023
1854,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,111.0,355000.0,24/10/2023
1855,ariana,raoued,Raoued,Sale,5-room apartment and more,273.0,350000.0,09/09/2023
1856,ben arous,rades,Rades,Sale,2-room apartment,70.0,100000.0,20/11/2023
1858,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,71.0,280000.0,05/12/2023
1859,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,114.0,305000.0,15/11/2023
1860,tunis,ouerdia,El Ouerdia,Sale,4-room apartment,191.0,360000.0,25/09/2023
1861,ben arous,ben arous,Ben Arous,Sale,2-room apartment,115.0,210000.0,19/10/2023
1862,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,180.0,415000.0,05/12/2023
1863,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,104.0,332000.0,04/11/2023
1864,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,180.0,360000.0,06/11/2023
1865,tunis,marsa,La Marsa,Sale,1-room apartment,100.0,500000.0,20/10/2023
1866,ariana,raoued,Raoued,Sale,5-room apartment and more,278.0,500000.0,29/09/2023
1867,tunis,marsa,La Marsa,Sale,5-room apartment and more,205.0,650000.0,15/11/2023
1868,ariana,raoued,Raoued,Sale,2-room apartment,85.0,175000.0,02/10/2021
1869,tunis,marsa,La Marsa,Sale,3-room apartment,122.0,720000.0,03/11/2023
1870,tunis,marsa,La Marsa,Sale,4-room apartment,180.0,900000.0,18/11/2023
1871,tunis,bardo,Le Bardo,Sale,3-room apartment,80.0,120000.0,26/11/2023
1872,ben arous,rades,Rades,Sale,3-room apartment,72.0,190000.0,14/11/2023
1873,tunis,carthage,Carthage,Sale,5-room apartment and more,240.0,380000.0,15/06/2023
1874,ariana,sidi thabet,Sidi Thabet,Sale,4-room apartment,311.0,270000.0,30/11/2023
1875,ariana,soukra,La Soukra,Sale,1-room apartment,60.0,247000.0,15/11/2023
1876,ben arous,rades,Rades,Sale,3-room apartment,140.0,230000.0,31/05/2023
1877,ben arous,mourouj,El Mourouj,Sale,2-room apartment,90.0,175000.0,01/10/2023
1878,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,120.0,480000.0,29/08/2023
1879,ben arous,mourouj,El Mourouj,Sale,4-room apartment,120.0,290000.0,06/11/2023
1880,tunis,marsa,La Marsa,Sale,4-room apartment,161.0,386000.0,01/05/2023
1881,tunis,marsa,La Marsa,Sale,3-room apartment,105.0,238000.0,04/09/2023
1882,ariana,soukra,La Soukra,Sale,2-room apartment,95.0,210000.0,28/11/2023
1883,tunis,marsa,La Marsa,Sale,2-room apartment,88.0,350000.0,14/11/2023
1884,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,145.0,450000.0,29/11/2023
1885,tunis,kram,El Kram,Sale,2-room apartment,110.0,550000.0,11/11/2023
1887,ben arous,rades,Rades,Sale,3-room apartment,122.0,230000.0,08/11/2023
1888,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,145.0,425000.0,23/10/2023
1889,tunis,bab souika,Bab Souika,Sale,1-room apartment,50.0,120000.0,17/10/2022
1890,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,100.0,240000.0,11/07/2023
1891,ben arous,mourouj,El Mourouj,Sale,3-room apartment,90.0,122000.0,30/10/2023
1892,tunis,bardo,Le Bardo,Sale,3-room apartment,130.0,320000.0,08/09/2023
1893,tunis,menzah,El Menzah,Sale,5-room apartment and more,482.0,1250000.0,04/09/2023
1894,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,92.0,150000.0,21/11/2023
1895,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,48.0,125000.0,17/10/2023
1896,tunis,marsa,La Marsa,Sale,2-room apartment,117.0,280000.0,04/10/2023
1897,tunis,marsa,La Marsa,Sale,2-room apartment,150.0,1700000.0,24/01/2023
1898,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,90.0,190000.0,15/11/2023
1899,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,140.0,537000.0,25/05/2023
1900,tunis,marsa,La Marsa,Sale,4-room apartment,132.0,310000.0,05/10/2023
1901,ben arous,megrine,Megrine,Sale,1-room apartment,63.0,250000.0,22/08/2023
1902,tunis,la goulette,La Goulette,Sale,4-room apartment,178.0,720000.0,18/09/2023
1903,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,48.0,175000.0,10/11/2023
1904,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,80.0,250000.0,11/10/2023
1905,tunis,carthage,Carthage,Sale,4-room apartment,135.0,260000.0,27/08/2023
1906,ben arous,mourouj,El Mourouj,Sale,5-room apartment and more,100.0,500000.0,14/10/2023
1907,ariana,raoued,Raoued,Sale,5-room apartment and more,265.0,380000.0,24/11/2023
1908,ben arous,rades,Rades,Sale,2-room apartment,107.0,230000.0,17/11/2022
1909,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,90.0,225000.0,09/11/2023
1910,tunis,marsa,La Marsa,Sale,2-room apartment,117.0,335000.0,06/12/2023
1911,manouba,oued ellil,Oued Ellil,Sale,4-room apartment,101.0,165108.0,09/12/2023
1912,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,120.0,310000.0,08/12/2023
1913,tunis,marsa,La Marsa,Sale,1-room apartment,50.0,170000.0,07/12/2023
1914,tunis,carthage,Carthage,Sale,3-room apartment,206.0,720000.0,06/12/2023
1915,ariana,soukra,La Soukra,Sale,3-room apartment,145.0,269000.0,07/12/2023
1916,tunis,carthage,Carthage,Sale,3-room apartment,90.0,170000.0,07/12/2023
1917,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,96.0,170000.0,01/08/2023
1919,tunis,marsa,La Marsa,Sale,2-room apartment,110.0,285000.0,07/12/2023
1920,tunis,marsa,La Marsa,Sale,2-room apartment,73.0,190000.0,06/12/2023
1921,ben arous,hammam chott,Hammam Chatt,Sale,2-room apartment,119.0,160000.0,09/12/2023
1922,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,124.0,240000.0,07/12/2023
1923,ariana,mnihla,Mnihla,Sale,4-room apartment,125.0,180000.0,05/12/2023
1924,manouba,mannouba,Mannouba,Sale,1-room apartment,42.0,88000.0,26/11/2023
1925,ariana,soukra,La Soukra,Sale,2-room apartment,58.0,120000.0,08/12/2023
1927,ariana,mnihla,Mnihla,Sale,3-room apartment,167.0,386000.0,08/12/2023
1928,tunis,marsa,La Marsa,Sale,3-room apartment,194.0,620000.0,27/11/2023
1929,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,96.0,430000.0,07/12/2023
1930,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,128.0,330000.0,07/12/2023
1931,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,40.0,160000.0,07/12/2023
1933,tunis,marsa,La Marsa,Sale,3-room apartment,130.0,540000.0,08/12/2023
1934,ariana,raoued,Raoued,Sale,3-room apartment,92.0,187000.0,08/12/2023
1935,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,151.0,400000.0,22/09/2023
1936,ariana,soukra,La Soukra,Sale,4-room apartment,110.0,270000.0,06/12/2023
1937,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,75.0,220000.0,07/12/2023
1938,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,111.0,410000.0,08/12/2023
1939,manouba,oued ellil,Oued Ellil,Sale,3-room apartment,82.0,134048.0,08/12/2023
1940,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,150.0,675000.0,08/12/2023
1941,tunis,kram,El Kram,Sale,3-room apartment,130.0,240000.0,07/12/2023
1942,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,212.0,720000.0,07/12/2023
1943,ben arous,mornag,Mornag,Sale,2-room apartment,90.0,160000.0,03/12/2023
1944,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,212.0,740000.0,07/12/2023
1945,tunis,marsa,La Marsa,Sale,2-room apartment,88.0,185000.0,07/12/2023
1946,manouba,mannouba,Mannouba,Sale,3-room apartment,121.0,260000.0,05/07/2022
1947,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,78.0,179000.0,06/12/2023
1948,ariana,mnihla,Mnihla,Sale,4-room apartment,145.0,380000.0,08/12/2023
1949,ariana,soukra,La Soukra,Sale,4-room apartment,174.0,400000.0,08/12/2023
1950,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,330.0,680000.0,07/12/2023
1951,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,140.0,140000.0,07/12/2023
1952,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,120.0,540000.0,08/12/2023
1953,tunis,menzah,El Menzah,Sale,3-room apartment,114.0,270000.0,07/12/2023
1954,tunis,marsa,La Marsa,Sale,3-room apartment,124.0,295000.0,27/11/2023
1955,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,51.0,140000.0,07/12/2023
1957,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,133.0,290000.0,03/01/2023
1958,tunis,marsa,La Marsa,Sale,2-room apartment,61.0,170800.0,08/12/2023
1959,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,3-room apartment,112.0,260000.0,07/12/2023
1960,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,80.0,125000.0,09/12/2023
1962,ariana,soukra,La Soukra,Sale,3-room apartment,110.0,270000.0,08/12/2023
1964,ariana,soukra,La Soukra,Sale,4-room apartment,120.0,270000.0,06/12/2023
1965,tunis,marsa,La Marsa,Sale,4-room apartment,112.0,490000.0,06/07/2023
1966,ariana,soukra,La Soukra,Sale,1-room apartment,130.0,380000.0,08/12/2023
1967,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,177.0,720000.0,07/12/2023
1968,ariana,raoued,Raoued,Sale,3-room apartment,139.0,360000.0,27/10/2023
1969,tunis,marsa,La Marsa,Sale,4-room apartment,425.0,580000.0,09/12/2023
1970,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,120.0,850000.0,07/12/2023
1971,ariana,raoued,Raoued,Sale,3-room apartment,70.0,115000.0,31/08/2023
1972,ariana,raoued,Raoued,Sale,4-room apartment,99.0,150000.0,29/11/2023
1973,ben arous,mourouj,El Mourouj,Sale,1-room apartment,100.0,180000.0,08/12/2023
1974,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,64.0,319000.0,06/12/2023
1975,ariana,soukra,La Soukra,Sale,3-room apartment,116.0,340000.0,07/12/2023
1976,tunis,marsa,La Marsa,Sale,1-room apartment,55.0,169000.0,06/12/2023
1978,tunis,menzah,El Menzah,Sale,2-room apartment,60.0,150000.0,09/08/2023
1979,tunis,marsa,La Marsa,Sale,4-room apartment,104.0,315000.0,09/12/2023
1980,tunis,marsa,La Marsa,Sale,3-room apartment,110.0,290000.0,13/12/2023
1981,tunis,marsa,La Marsa,Sale,3-room apartment,203.0,850000.0,03/01/2024
1982,tunis,ain zaghouan,Ain Zaghouan,Sale,5-room apartment and more,200.0,480000.0,26/12/2023
1983,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,110.0,230000.0,11/12/2023
1984,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,62.0,193000.0,13/12/2023
1985,ben arous,mourouj,El Mourouj,Sale,3-room apartment,80.0,180000.0,09/12/2023
1986,tunis,marsa,La Marsa,Sale,3-room apartment,46.0,170000.0,20/11/2023
1987,ariana,soukra,La Soukra,Sale,3-room apartment,130.0,230000.0,20/12/2023
1988,ariana,soukra,La Soukra,Sale,2-room apartment,115.0,380000.0,29/12/2023
1990,tunis,marsa,La Marsa,Sale,5-room apartment and more,130.0,658000.0,22/12/2023
1991,ariana,soukra,La Soukra,Sale,3-room apartment,168.0,638400.0,18/12/2023
1992,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,211.0,540000.0,01/05/2023
1993,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,125.0,320000.0,20/12/2023
1994,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,177.0,647500.0,22/12/2023
1995,tunis,bardo,Le Bardo,Sale,3-room apartment,150.0,250000.0,14/12/2023
1996,ariana,mnihla,Mnihla,Sale,3-room apartment,200.0,450000.0,24/12/2023
1997,tunis,marsa,La Marsa,Sale,4-room apartment,175.0,430000.0,11/11/2023
1998,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,76.0,120000.0,26/12/2023
1999,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,106.0,265000.0,17/12/2023
2000,tunis,sidi hassine,Sidi Hassine,Sale,3-room apartment,100.0,127000.0,15/12/2023
2001,tunis,marsa,La Marsa,Sale,4-room apartment,129.0,330000.0,14/12/2023
2002,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,112.0,361000.0,26/12/2023
2003,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,105.0,285000.0,16/12/2023
2004,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,80.0,130000.0,11/09/2023
2005,ben arous,mourouj,El Mourouj,Sale,4-room apartment,100.0,110000.0,30/12/2023
2006,ariana,soukra,La Soukra,Sale,2-room apartment,49.0,225000.0,04/01/2024
2007,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,165.0,473000.0,22/12/2023
2008,ariana,soukra,La Soukra,Sale,4-room apartment,165.0,465000.0,16/08/2023
2009,ariana,raoued,Raoued,Sale,4-room apartment,250.0,280000.0,02/01/2024
2011,tunis,menzah,El Menzah,Sale,3-room apartment,97.0,300000.0,11/12/2023
2012,ben arous,mourouj,El Mourouj,Sale,3-room apartment,60.0,140000.0,13/12/2023
2013,ben arous,mourouj,El Mourouj,Sale,2-room apartment,60.0,155000.0,28/12/2023
2014,tunis,marsa,La Marsa,Sale,2-room apartment,127.0,500000.0,29/12/2023
2015,ariana,mnihla,Mnihla,Sale,2-room apartment,67.0,185000.0,21/12/2023
2017,ben arous,hammam chott,Hammam Chatt,Sale,3-room apartment,102.0,155000.0,17/12/2023
2018,tunis,marsa,La Marsa,Sale,3-room apartment,150.0,370000.0,03/01/2024
2019,ariana,raoued,Raoued,Sale,3-room apartment,135.0,110000.0,02/01/2024
2020,ariana,soukra,La Soukra,Sale,4-room apartment,175.0,465000.0,26/02/2023
2021,ariana,raoued,Raoued,Sale,1-room apartment,45.0,100000.0,27/12/2023
2022,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,105.0,260000.0,27/12/2023
2023,tunis,marsa,La Marsa,Sale,2-room apartment,88.0,215000.0,02/01/2024
2024,ariana,soukra,La Soukra,Sale,3-room apartment,164.0,305000.0,12/10/2023
2026,tunis,marsa,La Marsa,Sale,4-room apartment,168.0,320000.0,29/12/2023
2027,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,105.0,265000.0,28/12/2023
2028,tunis,marsa,La Marsa,Sale,1-room apartment,73.0,180000.0,12/12/2023
2029,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,90.0,370000.0,29/12/2023
2030,tunis,menzah,El Menzah,Sale,4-room apartment,110.0,285000.0,23/12/2023
2031,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,180000.0,16/12/2023
2033,tunis,marsa,La Marsa,Sale,2-room apartment,87.0,244800.0,18/12/2023
2034,tunis,ain zaghouan,Ain Zaghouan,Sale,5-room apartment and more,200.0,750000.0,13/12/2023
2035,tunis,marsa,La Marsa,Sale,1-room apartment,75.0,210000.0,16/12/2023
2036,tunis,marsa,La Marsa,Sale,1-room apartment,41.0,250000.0,25/12/2023
2037,ariana,soukra,La Soukra,Sale,2-room apartment,63.0,240000.0,21/12/2023
2038,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,85.0,100000.0,14/09/2023
2039,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,60.0,440000.0,18/12/2023
2040,tunis,marsa,La Marsa,Sale,2-room apartment,85.0,220000.0,15/12/2023
2041,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,177.0,430000.0,25/12/2023
2042,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,81.0,274000.0,21/12/2023
2043,tunis,marsa,La Marsa,Sale,3-room apartment,132.0,315000.0,03/01/2024
2044,ben arous,hammam lif,Hammam Lif,Sale,2-room apartment,110.0,120000.0,11/12/2023
2045,ariana,mnihla,Mnihla,Sale,3-room apartment,118.0,315000.0,13/12/2023
2046,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,54.0,170000.0,21/12/2023
2047,tunis,marsa,La Marsa,Sale,3-room apartment,194.0,620000.0,25/12/2023
2048,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,124.0,275000.0,21/12/2023
2049,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,60.0,180000.0,29/12/2023
2050,ben arous,mourouj,El Mourouj,Sale,3-room apartment,75.0,129000.0,16/12/2023
2051,manouba,mannouba,Mannouba,Sale,2-room apartment,100.0,185000.0,02/01/2024
2052,tunis,marsa,La Marsa,Sale,2-room apartment,90.0,170000.0,21/12/2023
2053,tunis,menzah,El Menzah,Sale,2-room apartment,57.0,235000.0,19/12/2023
2054,tunis,menzah,El Menzah,Sale,3-room apartment,128.0,465500.0,19/12/2023
2055,ariana,mnihla,Mnihla,Sale,1-room apartment,60.0,175000.0,03/01/2024
2056,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,201.0,540000.0,02/01/2024
2057,ben arous,mourouj,El Mourouj,Sale,2-room apartment,64.0,130000.0,29/12/2023
2058,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,180.0,200000.0,26/12/2023
2059,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,110.0,225000.0,11/12/2023
2060,tunis,menzah,El Menzah,Sale,3-room apartment,120.0,395000.0,13/12/2023
2061,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,128.0,460000.0,29/12/2023
2062,ben arous,mourouj,El Mourouj,Sale,5-room apartment and more,110.0,385000.0,26/12/2023
2063,tunis,marsa,La Marsa,Sale,2-room apartment,94.0,263000.0,02/01/2024
2064,tunis,bardo,Le Bardo,Sale,2-room apartment,75.0,82000.0,26/12/2023
2065,tunis,marsa,La Marsa,Sale,4-room apartment,234.0,1200000.0,25/12/2023
2066,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,50.0,140000.0,28/12/2023
2067,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,140.0,140000.0,29/12/2023
2068,tunis,omrane superieur,El Omrane Superieur,Sale,2-room apartment,83.0,125000.0,28/12/2023
2069,manouba,mannouba,Mannouba,Sale,1-room apartment,42.0,80000.0,26/11/2023
2070,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,80.0,116000.0,29/05/2023
2071,tunis,marsa,La Marsa,Sale,3-room apartment,154.0,374000.0,02/01/2024
2072,tunis,marsa,La Marsa,Sale,1-room apartment,120.0,950000.0,22/12/2023
2073,tunis,marsa,La Marsa,Sale,3-room apartment,90.0,230000.0,15/12/2023
2074,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,50.0,130000.0,28/12/2023
2076,ben arous,mourouj,El Mourouj,Sale,3-room apartment,70.0,145000.0,11/12/2023
2077,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,110.0,185000.0,19/12/2023
2078,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,106.0,265000.0,25/12/2023
2079,ariana,soukra,La Soukra,Sale,2-room apartment,110.0,410000.0,25/12/2023
2080,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,105.0,280000.0,13/12/2023
2081,ariana,raoued,Raoued,Sale,3-room apartment,50.0,78000.0,11/12/2023
2082,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,144.0,430000.0,18/12/2023
2083,tunis,sidi el bechir,Sidi El Bechir,Sale,3-room apartment,74.0,60000.0,12/12/2023
2084,tunis,la goulette,La Goulette,Sale,4-room apartment,140.0,550000.0,02/11/2023
2085,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,170000.0,23/12/2023
2086,tunis,bardo,Le Bardo,Sale,3-room apartment,100.0,350000.0,02/01/2024
2087,tunis,bardo,Le Bardo,Sale,3-room apartment,357.0,1200000.0,22/12/2023
2088,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,80.0,280000.0,25/12/2023
2089,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,147.0,447000.0,02/01/2024
2090,tunis,marsa,La Marsa,Sale,1-room apartment,61.0,170800.0,18/12/2023
2091,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,40.0,70000.0,02/01/2024
2092,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,60.0,195000.0,15/12/2023
2093,ben arous,ben arous,Ben Arous,Sale,3-room apartment,107.0,165000.0,03/01/2024
2094,ariana,soukra,La Soukra,Sale,4-room apartment,100.0,200000.0,13/12/2023
2095,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,72.0,295000.0,27/12/2023
2096,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,220000.0,12/12/2023
2097,tunis,bardo,Le Bardo,Sale,3-room apartment,87.0,165000.0,15/12/2023
2098,ariana,soukra,La Soukra,Sale,3-room apartment,55.0,25000.0,21/12/2023
2099,manouba,tebourba,Tebourba,Sale,2-room apartment,250.0,180000.0,29/12/2023
2100,tunis,menzah,El Menzah,Sale,3-room apartment,98.0,220000.0,02/01/2024
2101,ben arous,megrine,Megrine,Sale,2-room apartment,65.0,140000.0,01/01/2024
2102,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,198.0,720000.0,25/12/2023
2103,tunis,marsa,La Marsa,Sale,2-room apartment,127.0,357400.0,16/12/2023
2105,tunis,marsa,La Marsa,Sale,3-room apartment,137.0,335000.0,03/01/2024
2106,tunis,marsa,La Marsa,Sale,2-room apartment,113.0,318200.0,18/12/2023
2107,ben arous,rades,Rades,Sale,4-room apartment,120.0,260000.0,20/12/2023
2108,manouba,mannouba,Mannouba,Sale,4-room apartment,100.0,180000.0,22/12/2023
2110,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,123.0,421000.0,21/12/2023
2111,tunis,omrane,El Omrane,Sale,2-room apartment,51.0,170000.0,25/12/2023
2112,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,66.0,200000.0,15/12/2023
2113,ben arous,mourouj,El Mourouj,Sale,4-room apartment,110.0,155000.0,14/12/2023
2114,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,166.0,631450.0,13/12/2023
2115,manouba,oued ellil,Oued Ellil,Sale,3-room apartment,82.0,134048.0,30/12/2023
2116,tunis,marsa,La Marsa,Sale,2-room apartment,120.0,330000.0,03/01/2024
2117,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,69.0,255300.0,20/12/2023
2118,tunis,marsa,La Marsa,Sale,1-room apartment,55.0,170000.0,22/12/2023
2119,ariana,mnihla,Mnihla,Sale,3-room apartment,167.0,386000.0,03/01/2024
2120,ben arous,ben arous,Ben Arous,Sale,3-room apartment,55.0,150000.0,18/12/2023
2121,tunis,carthage,Carthage,Sale,2-room apartment,100.0,195000.0,26/12/2023
2122,tunis,marsa,La Marsa,Sale,1-room apartment,72.0,185000.0,19/12/2023
2123,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,75.0,140000.0,31/12/2023
2124,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,100.0,270000.0,15/12/2023
2126,ben arous,mourouj,El Mourouj,Sale,4-room apartment,115.0,175000.0,25/12/2023
2127,ben arous,mourouj,El Mourouj,Sale,3-room apartment,105.0,180000.0,16/12/2023
2128,tunis,marsa,La Marsa,Sale,1-room apartment,66.0,210000.0,02/01/2024
2129,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,98.0,300000.0,13/12/2023
2130,tunis,marsa,La Marsa,Sale,1-room apartment,70.0,220000.0,03/01/2024
2131,manouba,mannouba,Mannouba,Sale,3-room apartment,169.0,462000.0,03/01/2024
2132,tunis,marsa,La Marsa,Sale,5-room apartment and more,258.0,1750000.0,30/11/2023
2133,tunis,bab bhar,Bab Bhar,Sale,5-room apartment and more,130.0,230000.0,08/11/2023
2134,ariana,soukra,La Soukra,Sale,3-room apartment,166.0,640000.0,18/12/2023
2135,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,124.0,275000.0,02/01/2024
2136,tunis,menzah,El Menzah,Sale,3-room apartment,150.0,330000.0,02/01/2024
2137,tunis,marsa,La Marsa,Sale,3-room apartment,150.0,400000.0,15/12/2023
2138,tunis,sidi el bechir,Sidi El Bechir,Sale,3-room apartment,80.0,220000.0,03/01/2024
2139,tunis,marsa,La Marsa,Sale,2-room apartment,117.0,270000.0,29/12/2023
2140,ariana,raoued,Raoued,Sale,3-room apartment,150.0,275000.0,27/11/2023
2141,ben arous,mourouj,El Mourouj,Sale,3-room apartment,90.0,170000.0,18/12/2023
2142,ben arous,rades,Rades,Sale,3-room apartment,90.0,195000.0,02/01/2024
2143,ariana,raoued,Raoued,Sale,3-room apartment,158.0,415000.0,03/01/2024
2144,tunis,kram,El Kram,Sale,2-room apartment,100.0,195000.0,26/12/2023
2145,ariana,raoued,Raoued,Sale,3-room apartment,124.0,235000.0,27/12/2023
2146,ariana,soukra,La Soukra,Sale,4-room apartment,350.0,1450000.0,25/12/2023
2147,tunis,carthage,Carthage,Sale,2-room apartment,128.0,285000.0,12/12/2023
2148,ben arous,hammam lif,Hammam Lif,Sale,3-room apartment,120.0,160000.0,15/04/2023
2149,tunis,carthage,Carthage,Sale,2-room apartment,132.0,595000.0,03/01/2024
2150,tunis,marsa,La Marsa,Sale,2-room apartment,87.0,595000.0,30/11/2023
2151,tunis,marsa,La Marsa,Sale,2-room apartment,118.0,291000.0,20/12/2023
2152,tunis,marsa,La Marsa,Sale,4-room apartment,160.0,530000.0,11/12/2023
2153,ariana,raoued,Raoued,Sale,3-room apartment,124.0,235000.0,02/01/2024
2154,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,160.0,360000.0,26/12/2023
2155,tunis,marsa,La Marsa,Sale,2-room apartment,120.0,380000.0,14/09/2023
2156,ariana,soukra,La Soukra,Sale,3-room apartment,80.0,125000.0,26/08/2023
2157,tunis,hrairia,El Hrairia,Sale,2-room apartment,63.0,48000.0,26/12/2023
2158,ariana,soukra,La Soukra,Sale,3-room apartment,127.0,506300.0,16/12/2023
2159,ariana,soukra,La Soukra,Sale,3-room apartment,117.0,420000.0,21/12/2023
2160,tunis,menzah,El Menzah,Sale,4-room apartment,198.0,430000.0,03/01/2024
2161,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,212.0,740000.0,29/12/2023
2162,tunis,marsa,La Marsa,Sale,2-room apartment,94.0,263000.0,29/12/2023
2163,tunis,menzah,El Menzah,Sale,1-room apartment,40.0,125000.0,02/01/2024
